id	title	name	publication_date	body	new_title
737384	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	So in my view if fraud is involved in that is suitable for the criminal statute. If not then it should be handled under civil law but the show of hands are exactly what is wrong with the way that this race is being--	Democratic Presidential Debate - July 30 | CNN
737385	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	We appreciate that.	Democratic Presidential Debate - July 30 | CNN
737386	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Beto O'Rourke	2019-07-30	I do because in my administration after we have waived citizenship fees for green card holders, more than 9 million of our fellow Americans free dreamers many fear of deportation and stopped criminally prosecuting families and children for seeking asylum and refuge and for-profit detention in this country and assisted those countries in Central America so that no family ever has to make that 2000 mile journey then I expect that people who come here follow our laws and we reserve the right to criminally prosecute them if they do not.	Democratic Presidential Debate - July 30 | CNN
737387	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	So, the problem is that right now the criminalization statute is what gives Donald Trump the ability to take children away from their parents it's what gives him the ability to lock up people at our borders. We need to continue to have border security and we can do that. But what we can't do is not live our values. I've been down to the border. I have seen the mothers. I have seen the pages of babies. We must be a country that everyday lives our values and that means we cannot make it a crime--	Democratic Presidential Debate - July 30 | CNN
737388	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--Yes--	Democratic Presidential Debate - July 30 | CNN
737389	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	The point is not about criminalization that has given Donald Trump the tool to break families apart.	Democratic Presidential Debate - July 30 | CNN
737390	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	We need--	Democratic Presidential Debate - July 30 | CNN
737391	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	John Hickenlooper	2019-07-30	Well, I agree that we need to secure borders. There's no question about that and the--the frustration with what's going on in Washington is they are kicking the ball back and forth. Secure the borders. Make sure whatever law we have doesn't allow children to be snatched from their parents and put in cages. How hard can that be? We got I don't know on the two debate nights we got 170 years of Washington experience somehow that seems like it should be fairly fixable.	Democratic Presidential Debate - July 30 | CNN
737392	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	Well, and one way to fix it is to decriminalize. That's the whole point. What we're looking for here is a way to take away the tools that Donald Trump has--	Democratic Presidential Debate - July 30 | CNN
737393	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--used to break up families.	Democratic Presidential Debate - July 30 | CNN
737394	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	I would say there is the will to change this in congress. What's missing is the right person in the White House. I believe that immigrants don't diminish America. They are America. And if you want to do something about border security you first of all change the rules so that people can seek asylum in those Northern Triangle countries. Then you pass the bill and what the bill will do is it will greatly reduce the deficit and give us the money for border security and for border processing the cases. And most of all, it will allow for a path to citizenship. Because this is not just about the border. Donald Trump wants to use these people as political pawns.	Democratic Presidential Debate - July 30 | CNN
737395	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	We have people all over our country that simply want to work and obey the law.	Democratic Presidential Debate - July 30 | CNN
737396	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	We have a strong border protections. But the main point I want to make is that what Trump is doing through his racism and his xenophobia is demonizing a group of people. And as president I will end that demonization. If a mother and a child walk thousands of miles on a dangerous path in my view they are not criminals.	Democratic Presidential Debate - July 30 | CNN
737397	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	They are people fleeing violence. And I think the main thing that we've got to do--among many others--Beto made this point--we got to ask ourselves, why are people walking 2000 miles to a strange country where they don't know the language? So what we will do the first week we are in the White House is bring the entire hemisphere together to talk about how we (INAUDIBLE) Honduras, Guatemala and El Salvador--	Democratic Presidential Debate - July 30 | CNN
737398	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	--so people do not have to flee their own countries.	Democratic Presidential Debate - July 30 | CNN
737399	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	I think that what we have to do is we have to be an America that is clear about what we want to do with immigration. We need to expand legal immigration, we need to create a path for citizenship not just for dreamers. But for grandmas and for people who have been working here in the farms	Democratic Presidential Debate - July 30 | CNN
737400	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	for students who have overstayed their visas.	Democratic Presidential Debate - July 30 | CNN
737401	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	We need to fix the crisis at the border. And a big part of how we do that is we do not play into Donald Trump's hands.	Democratic Presidential Debate - July 30 | CNN
737402	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--He wants to stir up the crisis at the border because that's his overall message. It's if there's anything wrong in your life--	Democratic Presidential Debate - July 30 | CNN
737403	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--Blame them.	Democratic Presidential Debate - July 30 | CNN
737404	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--No--	Democratic Presidential Debate - July 30 | CNN
737405	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	Well, what you're saying is ignore the law. Laws matter and it matters if we say our law is that we will lock people up who come here seeking refuge, who come here--	Democratic Presidential Debate - July 30 | CNN
737406	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--Seeking asylum. That is not a crime. And as Americans, what we need to do is have a sane system that keeps us safe at the border, but does not criminalize the activity--	Democratic Presidential Debate - July 30 | CNN
737407	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--Of a mother--	Democratic Presidential Debate - July 30 | CNN
737408	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--Fleeing here for safety.	Democratic Presidential Debate - July 30 | CNN
737409	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	Well, I--two things. A sane immigration policy moves the comprehensive immigration reform. It (INAUDIBLE) to a humane border policy in which, by the way, we have enough administrative judges so that we don't have incredible backlogs that we have right now. But, to answer your question, I happen to believe that when I talk about healthcare as a human right that applies to all people in this country. And under a Medicare for All, single payer system, we could afford to do that.	Democratic Presidential Debate - July 30 | CNN
737410	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	Well, this epidemic of gun violence has hit my community, too, far too many times. It's the worst part of being mayor, getting the phone call, consoling grieving parents. And we have a mass shootings worth of killings every day in this country. What we're doing hasn't worked because we haven't had a system in Washington capable of delivering what the American people have told us they want. Eighty--90 percent of republicans want universal background checks, not to mention the common sense solutions, like red flag laws that disarm domestic abusers and flag mental health risks and an end to assault weapons. Things like what I carried overseas in uniform that have no business in American neighborhoods in peace time, let alone anywhere near a school.	Democratic Presidential Debate - July 30 | CNN
737411	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	I--I was at an event a few days ago and a 13 year old asked me what we were going to do about school safety and then began shaking and then began crying. And we could talk about these policies, but we already know the policies. The only thing I could think of, looking into the eyes of this child, is we're supposed to be dealing with this so you--	Democratic Presidential Debate - July 30 | CNN
737412	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	--don't have to. High school is hard enough without having to worry about whether you are going to get shot and when 90 percent of Americans want something to happen--	Democratic Presidential Debate - July 30 | CNN
737413	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	And Washington can't deliver--	Democratic Presidential Debate - July 30 | CNN
737414	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	We can't expect the same--	Democratic Presidential Debate - July 30 | CNN
737415	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	I disagree with his diagnosis of the problem.	Democratic Presidential Debate - July 30 | CNN
737416	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	John Hickenlooper	2019-07-30	Well, this is the fundamental nonsense of government. Another thing--another place where despite our best efforts we can't seem to make any progress and when I went to the--to the movie theater in Aurora in 2012 and saw that footage of what happened, back crime scene I will never forget it and we decided you know that we were going to go out and take on the--the NRA and we passed as a purple state we passed universal background checks. We limited magazine capacity. We did the basic work that for whatever reason doesn't seem to be able to get done in Washington.	Democratic Presidential Debate - July 30 | CNN
737417	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	This isn't just about a system or it's not just about words. This is a about the NRA. I have sat across from the president of the United States after Parkland because I have been a leader on these issues and have the bill to close the boyfriend loophole and I watched and wrote down when nine times he said he wanted universal background checks. The next day he goes and he meets with the NRA and he folds. As you are president I will not fold. I will make sure that we get universal background checks passed, the assault weapons ban, that we do something about magazines and that we understand when that six little--little six-year-old boy died, Stephen Romero, when his dad said he is only six years old all I can say is--	Democratic Presidential Debate - July 30 | CNN
737418	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	All I can say is he is six years old.	Democratic Presidential Debate - July 30 | CNN
737419	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	We have to remember that.	Democratic Presidential Debate - July 30 | CNN
737420	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	This is the exact same conversation we've been having since--since I was in high school. I was a junior when the Columbine shooting happened. I was part of the first generation that saw a routine school shootings. We have now produced the second school shooting generation in this country. We dare not allow there to be a third. Something is broken if it is even possible for the same to bait around the same solutions that we all know are the right thing to do. They won't prevent every incident, they won't save every life but we know what to do and it has not happened.	Democratic Presidential Debate - July 30 | CNN
737421	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	Yes. What is broken is a political system that allows the NRA and other large big money to come in and make things not happen when the majority of people are for it. The people are with us now. After Parkland those students just didn't March, they talk to their dads and their grandpas and the hunters in their family and they said there must be a better way. Then we elected people in the house of representatives and guess what? It changed and they passed universal background checks and now that bill is sitting on Mitch McConnell's doorstep because of the money and the power of the NRA. As president I will take them on.	Democratic Presidential Debate - July 30 | CNN
737422	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	This is not about systems and words.	Democratic Presidential Debate - July 30 | CNN
737423	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Beto O'Rourke	2019-07-30	how else can we explain that we lose nearly 40,000 people in this country to gun violence? A number that no of their country comes even close to that we know what all of the solutions are and yet nothing has changed? It is because in this country money buys influence, access and increasingly outcomes. The Centers for Disease Control prevented from actually studying the issue in the first place. As president we will make sure that we ban political action committee contributions to any member of Congress or any candidate for federal office. We will listen to people, not packs, people not corporations, people not special interests.	Democratic Presidential Debate - July 30 | CNN
737424	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	I think we have got to do--I think what I meant is what President Obama said in that nobody up here is going to tell you that we have a solution to the crisis. Now, I come from one of the most rural states in America. I have a D- voting record from the NRA, and as president, I suspect it will be an F record. What I believe we have got to do is have the guts to finally take on the NRA. You asked me about my record back in 1988 coming from a state that had no gun control. I called for the ban of the sale and distribution of assault weapons. I lost that election. I will do everything I can not only to take on the NRA, but to expand and create universal background checks, do away with the straw man provision, do away with the gun show loophole, and do away with the loopholes now exist for gun manufacturers who are selling large amounts of weapons into communities that are going to gangs.	Democratic Presidential Debate - July 30 | CNN
737425	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	Still the conversation that we've been having for the last 20 years. Of course we need to get money out of politics. But when I proposed the actual structural democratic reforms that might make a difference and the electoral college, amend the Constitution if necessary, to clear up Citizens United, have DC actually be a state and depoliticize the Supreme Court with structural reform, people look at me funny as if this country were incapable of structural reform. Does anybody really think we're going to overtake Citizens United without constitutional action? This is a country that once changed its Constitution so you couldn't drink and then changed it back because we changed our minds about that.	Democratic Presidential Debate - July 30 | CNN
737426	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	And you are telling me we can't reform our democracy--	Democratic Presidential Debate - July 30 | CNN
737427	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	--In our time?	Democratic Presidential Debate - July 30 | CNN
737428	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Pete Buttigieg	2019-07-30	--We have to or will be having the same argument 20 years from now.	Democratic Presidential Debate - July 30 | CNN
737429	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--So (INAUDIBLE)--	Democratic Presidential Debate - July 30 | CNN
737430	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	I'd like to have a chance on this--	Democratic Presidential Debate - July 30 | CNN
737431	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	I'd like to be part of this--	Democratic Presidential Debate - July 30 | CNN
737432	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--I'd like to be heard on this--	Democratic Presidential Debate - July 30 | CNN
737433	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	John Hickenlooper	2019-07-30	I'm saying that policies of this notion that you're going to take private insurance away from 180 million Americans who many of them don't want to give it--many of them do want to get rid of it but some don't. Many don't. Are you going to--the Green New Deal makes sure that every American is guaranteed a government job if they want. That is a disaster. You might as well FedEx the election to Donald Trump. I think we got to focus on where Donald Trump is failing. You know, the word malpractice this is interesting I always thought of this as doctors or lawyers it's you know, (INAUDIBLE) proper illegal professional activity for doctors, lawyers or public officials. Google it. Check it out. Donald Trump is malpractice personified. We got to point that out why is it soybean farmers in--in Iowa need 10 good years to get back to where they were two years ago? Where is the manufacturing jobs that are supposed to come back? Why are we lurching from one international crisis to another? All things that he promised American voters. We got to focus on that and the economy and jobs and training so that we can promise a future for America that everybody wants to invest in.	Democratic Presidential Debate - July 30 | CNN
737434	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	Well, the truth is that every credible poll that I have seen has me beating Donald Trump.	Democratic Presidential Debate - July 30 | CNN
737435	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	Including--including the battleground states of Michigan where I won the democratic primary, Wisconsin, where I won the democratic primary and Pennsylvania. And the reason we are going to defeat Trump and beat him badly he is a fraud and a phony and we are going to expose him for what he is.	Democratic Presidential Debate - July 30 | CNN
737436	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	The American people want to have a minimum wage which is a living wage, $15 bucks an hour. I've helped lead that effort. The American people want to pay reasonable prices for prescription drugs not the highest prices--	Democratic Presidential Debate - July 30 | CNN
737437	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	--not the highest prices in the world--I've helped lead the effort for that as well.	Democratic Presidential Debate - July 30 | CNN
737438	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	John Hickenlooper	2019-07-30	So again I--I think if you are going to force Americans to make these radical changes they are not going to go along--throw your hands up.	Democratic Presidential Debate - July 30 | CNN
737439	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	(INAUDIBLE)	Democratic Presidential Debate - July 30 | CNN
737440	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	John Hickenlooper	2019-07-30	Oh wow I can do it. But you don't have to implement the plans. Us governors and mayors are the ones that we have to pick up all the pieces when suddenly the government is supposed to take over all these responsibilities and there's no preparation--the details on what you can't just spring a plan on the world an expect it to succeed.	Democratic Presidential Debate - July 30 | CNN
737441	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	John, I was a mayor and I transformed my city. I have some practical experience. Second of all, interestingly enough today is the anniversary of Medicare. 54 years ago under Linda Johnson and a democratic congress they started a new program after one year--19 million elderly people in it. Please don't tell me that in a four year period we cannot go from 65 down to 55 to 45 to 35. This is not radical. This is what virtually every other country on earth does.	Democratic Presidential Debate - July 30 | CNN
737442	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	We are--	Democratic Presidential Debate - July 30 | CNN
737443	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Beto O'Rourke	2019-07-30	Bernie was talking about the battleground states in which we compete. There is a new battleground state, Texas, and it has 38 electoral college votes.	Democratic Presidential Debate - July 30 | CNN
737444	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Beto O'Rourke	2019-07-30	And the way that we put it in play was by going to each one of those 254 countries. No matter how red or rural we did not write you off. No matter how blue or urban we did not take you for granted and we didn't trim our sales either. We had the courage of our convictions talking about universal healthcare, comprehensive immigration reform and confronting the challenge of climate before it is too late. We brought everyone in--	Democratic Presidential Debate - July 30 | CNN
737445	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Beto O'Rourke	2019-07-30	--and now we have a chance to beat Donald Trump with Texas.	Democratic Presidential Debate - July 30 | CNN
737446	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	No. It is my way of talking about I know how to fight and I know how to win. I took on giant banks and I beat them. I took on Wall Street and CEOs and their lobbyists and their lawyers and I beat them. I took on a popular republican incumbent senator and I beat him. I remember when people said Barack Obama couldn't get elected. Shoot, I remember when people said Donald Trump couldn't get elected, but here's where we are. I get it. There is a lot at stake and people are scared. But, we can't choose a candidate we don't believe in just because we're too scared to do anything else. And we can't ask other people to vote for a candidate we don't believe in. Democrats win when we figure out what is right and we get out there and fight for it. I am not afraid. And for democrats to win, you can't be afraid either.	Democratic Presidential Debate - July 30 | CNN
737447	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--Well--	Democratic Presidential Debate - July 30 | CNN
737448	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	You know, I don't understand why anybody goes to all the trouble of running for president of the United States just to talk about what we really can't do and shouldn't fight for.	Democratic Presidential Debate - July 30 | CNN
737449	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	I don't get it.	Democratic Presidential Debate - July 30 | CNN
737450	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	Our biggest problem in Washington is corruption. It is giant corporations that have taken our government and that are holding it by the throat. And we need to have the courage to fight back against that. And until we're ready to do that	Democratic Presidential Debate - July 30 | CNN
737451	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	it's just more of the same. Well, I'm ready to get in this fight. I'm ready to win this fight.	Democratic Presidential Debate - July 30 | CNN
737452	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	--And--	Democratic Presidential Debate - July 30 | CNN
737453	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--So--	Democratic Presidential Debate - July 30 | CNN
737454	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	So, look, he--	Democratic Presidential Debate - July 30 | CNN
737455	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	--Well, he just mentioned my name--	Democratic Presidential Debate - July 30 | CNN
737456	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--Talks--	Democratic Presidential Debate - July 30 | CNN
737457	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	He talks about solutions that are workable. We have tried the solution of Medicare, Medicaid, and private insurance. And what have the private insurance companies done? They've sucked billions of dollars out of our healthcare system. They've made everybody fill out dozens and dozens of forms. Why? Not because they're trying to track your healthcare. They just want one more excuse to say no. Insurance companies do not have a God-given right to suck money out of healthcare system.	Democratic Presidential Debate - July 30 | CNN
737458	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	And 2020 is our chance to--	Democratic Presidential Debate - July 30 | CNN
737459	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Elizabeth Warren	2019-07-30	--Stop that.	Democratic Presidential Debate - July 30 | CNN
737460	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	Detroit was mentioned and I'm delighted that troi (PH)--Detroit is rebounding. But, let us understand, Detroit was nearly destroyed because of awful trade policy, which allowed--	Democratic Presidential Debate - July 30 | CNN
737461	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	--Corporations to throw workers in this community out on the streets as they moved to low wage countries. To win this election and to defeat Donald Trump, which, by the way, in my view it's not going to be easy. We need to have a campaign of energy and excitement and of vision. We need to bring millions of young people into the political process in a way that we have never seen by among other things making public--	Democratic Presidential Debate - July 30 | CNN
737462	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Bernie Sanders	2019-07-30	--colleges and universities to wish in free and canceling student debt.	Democratic Presidential Debate - July 30 | CNN
737463	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	Everyone wants to get elected but my point is this I think when we have a guy in the White House that has now told over 10,000 lies that we had better be very straightforward with the American people. And no, do I think that we are going to end up voting for a plan that kicks half of America off of their current insurance in four years? No, I don't think we are going to do that. I think there is a better way to get what we all want to see which is lower cost for healthcare. Do I think that we are going to vote to give free college to the wealthiest kids? No, I--I don't think we are going to do that. So that is what I am talking about but what I don't like about this argument right now--what I don't like about it at all is that we are more worried about winning an argument than winning an election and I think--	Democratic Presidential Debate - July 30 | CNN
737464	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	-- how we win an election is to bring everyone with us and yes, I have one in a state every single time, statewide I have one those congressional districts that Donald Trump one by over 20 points. He just targeted Minnesota last week and I have done it by getting out there and talking to people, by knowing rural issues--	Democratic Presidential Debate - July 30 | CNN
737465	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	--and farm issues and bringing Metro people with me in a state that have the--	Democratic Presidential Debate - July 30 | CNN
737466	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	--highest voter turnout in the country.	Democratic Presidential Debate - July 30 | CNN
737467	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Amy Klobuchar	2019-07-30	That is what we want.	Democratic Presidential Debate - July 30 | CNN
737468	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Beto O'Rourke	2019-07-30	you know I think a big part of--of leadership in showing our commitment to the American people is delivering on our commitments. As a member of Congress when I learned that the El Paso VA had the worst wait times for mental health care in the country meaning that care delayed functionally became care tonight and was related to the suicide epidemic, we made it our priority and we turned around the VA in El Paso. We took that lesson nationally and I worked with Republican and Democratic colleagues to expand mental health care to veterans and we got it signed into law by the one person with whom I agree on almost nothing, Donald Trump, to show at the end of the day we will put the American people first--	Democratic Presidential Debate - July 30 | CNN
737469	CNN HOSTS 2020 DEMOCRATIC PRESIDENTIAL DEBATES IN DETROIT, NIGHT 1	Beto O'Rourke	2019-07-30	--before party, before any other concern.	Democratic Presidential Debate - July 30 | CNN
