id	title	name	publication_date	body	new_title
538289	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	I would.	Democratic Presidential Debate - June 27 (Full) | NBC News
538290	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	I'm still holding on to that torch. I want to make it clear to you, look, the fact of the matter is what we have to do is make sure that everybody is prepared better to go on to educate for an education. The fact is that that's why I propose us focusing on schools that are in distress. That's why I think we should triple the amount of money we spend for Title I schools. That's why I think we should have universal Pre-K. That's why I think every single person who graduates from high school--65 out of 100 now need something beyond high school and we should provide for them to be able to get that education. That's why there should be free community college, cutting in half the cost of college. That's why we should be in the position where we do not have anyone have to pay back the student debt when they get out, they're making less than $25,000 a year. Their debt is frozen. No interest payment until they get beyond that. We can't put people in a position where they aren't able to go on and move on.	Democratic Presidential Debate - June 27 (Full) | NBC News
538291	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	And so, folks, there's a lot we can do, but we have to make continuing education available for everyone so that everyone can compete in the 21st century. We're not doing that now.	Democratic Presidential Debate - June 27 (Full) | NBC News
538292	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	As the youngest--as the youngest guy on the stage, I feel like I probably ought to contribute to the generation.	Democratic Presidential Debate - June 27 (Full) | NBC News
538293	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	As part of Joe's generation--	Democratic Presidential Debate - June 27 (Full) | NBC News
538294	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	--I'm all for--	Democratic Presidential Debate - June 27 (Full) | NBC News
538295	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	--As part of Joe's generation--	Democratic Presidential Debate - June 27 (Full) | NBC News
538296	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	--Let me respond--the issue, if I may say--	Democratic Presidential Debate - June 27 (Full) | NBC News
538297	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	--Before we move on from education--	Democratic Presidential Debate - June 27 (Full) | NBC News
538298	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	--Is not generational--	Democratic Presidential Debate - June 27 (Full) | NBC News
538299	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	We forgive (CROSSTALK).	Democratic Presidential Debate - June 27 (Full) | NBC News
538300	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	--The issue is who has the guts--	Democratic Presidential Debate - June 27 (Full) | NBC News
538301	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	--To take on Wall Street, to take on the fossil fuel industry, to take on the big money interest who have unbelievable influence over the economic and political life of this country.	Democratic Presidential Debate - June 27 (Full) | NBC News
538302	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	That's the issue.	Democratic Presidential Debate - June 27 (Full) | NBC News
538303	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	Hey, guys. You know what? America does not want to witness a food fight. They want to know how we're going to put food on their table.	Democratic Presidential Debate - June 27 (Full) | NBC News
538304	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	So, on that point, part of the issue that is at play in America today, and we've all been traveling around the country, I certainly have, I'm meeting people who are working two and three jobs. You know, this president walks around talking about and flouting his great economy, right? My great economy. My great economy. You ask him, well, how are you measuring this greatness of this economy of yours and he talks about the stock market. Well, that's fine if you own stocks. So many families in America do not. You ask him how are you measuring the greatness of this economy of yours and they point to the jobless numbers and the unemployment numbers. Well, yeah, people in America are working. They're working two and three jobs. So, when we talk about jobs, let's be very clear. In our America, no one should have to work more than one job to have a roof over their head and food on the table.	Democratic Presidential Debate - June 27 (Full) | NBC News
538305	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	Yeah, we've taught look, everybody who says Medicare for All, every person in politics who allows that phrase to escape their lips has a responsibility to explain how you're actually supposed to get from here to there.	Democratic Presidential Debate - June 27 (Full) | NBC News
538306	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	Now here's how I would do it. It's very similar. I would call it Medicare for All Who Want It. you take something like Medicare, a flavor of that, and you make it available on the exchanges it. People can buy in. and then if people like us are right that that will be not only a more inclusive plan, but a more efficient plan than any of the corporate answers out there, then it will be a very natural glide path to the single payer environment.	Democratic Presidential Debate - June 27 (Full) | NBC News
538307	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	But, let's remember even in countries that have outright socialized medicine, like England, even there there's still a private sector, that's fine. It's just that for our primary care we can't be relying on the tender verses of the corporate system. This one is very personal for me. I started out this year dealing with a terminal illness of my father. I make decisions for a living and nothing could have prepared me for the kind of decisions our family faced. But, the thing we had going for us was that we never had to make those decisions based on whether it was gonna bankrupt our family because of Medicare. And I want every--	Democratic Presidential Debate - June 27 (Full) | NBC News
538308	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	--And I want every family to have that same freedom to do what is medically right, not (INAUDIBLE).	Democratic Presidential Debate - June 27 (Full) | NBC News
538309	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	Look, this is a very personal to me. When my wife and daughter were killed in an automobile accident my two boys were really very badly injured. I couldn't imagine what it'd be like had I not had adequate healthcare available immediately. And then when my son came home from Iraq after a year he was diagnosed with terminal cancer and he was given months to live. I can't fathom what would have happened if, in fact, they said by the way the last six months of your life you're on your own. We're cutting off. You've used up your time.	Democratic Presidential Debate - June 27 (Full) | NBC News
538310	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	The fact of the matter is that the quickest, fastest way to do it is build on Obama Care, to build on what we did.	Democratic Presidential Debate - June 27 (Full) | NBC News
538311	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	And secondly, secondly, to make sure that everyone does have an option. Everyone, whether they have private insurance, employer insurance or no insurance, they, in fact, can buy into the exchange to a Medicare like plan. And the way you do that, you can do it quicker look, urgency matters. There's people right now facing what I've faced and what we've faced without any of the help I had. We must move now. I'm against any democrat who opposes--in fact--	Democratic Presidential Debate - June 27 (Full) | NBC News
538312	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	--Takes down Obama Care and any republican who wants to get rid of it.	Democratic Presidential Debate - June 27 (Full) | NBC News
538313	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	Lester, I find it hard to believe that every other major country on earth, including my neighbor 50 miles north of me, Canada, somehow has figured out a way to provide healthcare to every man, woman and child, and in most cases they're spending 50 percent per capita of what we are spending.	Democratic Presidential Debate - June 27 (Full) | NBC News
538314	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	Let's be clear, let us be very clear the function of healthcare today from the insurance and drug company perspective is not to provide quality care to all in a cost effective way. The function of the healthcare system today is to make billions in profits for the insurance companies. And, last year, if you could believe it, while we paid the highest prices in the world for prescription drugs and I will lower prescription drug prices in half in this country, top ten companies made $69 billion in profit. They will spend 100's of millions of dollars lying to the American people telling us why we cannot have a--	Democratic Presidential Debate - June 27 (Full) | NBC News
538315	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	--Medicare for All.	Democratic Presidential Debate - June 27 (Full) | NBC News
538316	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	I'm sorry?	Democratic Presidential Debate - June 27 (Full) | NBC News
538317	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	I will tell you how we'll do it. We'll do it the way real change has always taken place, whether it was the labor movement, the civil rights movement or the women's movement.	Democratic Presidential Debate - June 27 (Full) | NBC News
538318	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	We will have Medicare for all when tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that their day is gone, that healthcare is a human right, not something to make huge profits off of.	Democratic Presidential Debate - June 27 (Full) | NBC News
538319	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	I would like to add a point here.	Democratic Presidential Debate - June 27 (Full) | NBC News
538320	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	Just very briefly you know Mike Medicare is the most popular--	Democratic Presidential Debate - June 27 (Full) | NBC News
538321	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	-- Health insurance program in the country. People don't like their private insurance companies, they like their doctors and hospitals. Under our plan people go to any doctor they want, any hospital they want. We will substantially lower the cost of healthcare in this country because we will stop the greed of the insurance companies and the drug companies.	Democratic Presidential Debate - June 27 (Full) | NBC News
538322	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	On this issue--on this issue we have to think about how this affects real people--	Democratic Presidential Debate - June 27 (Full) | NBC News
538323	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	The reality of how this affects real people is captured in a story that many of us heard and I will para--paraphrase there is in the unite--America a parent who is seeing that their child has a temperature that is out of control, calls 911 what should I do and they say take the child to the emergency room and so they get in their car and they drive and there sitting in the parking lot outside of the emergency room looking at those sliding glass doors while they have the hand on the four head of their child knowing that if they walk through those sliding glass doors even though they have insurance they will be out 5000 deductible--$5000 deductible when they walk through those doors.	Democratic Presidential Debate - June 27 (Full) | NBC News
538324	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	That is what insurance companies are doing in America today.	Democratic Presidential Debate - June 27 (Full) | NBC News
538325	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	Because our country is healthier when everybody is healthier. And remember, we're talking about something people are getting a--given a chance to buy into. In the same way that there are undocumented immigrants in my community who pay, they pay sales taxes, they pay property taxes directly or indirectly. This is not about a handout. This is an insurance program. And we do ourselves no favor by having 11 million undocumented people in our country be unable to access healthcare.	Democratic Presidential Debate - June 27 (Full) | NBC News
538326	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	But of course, the real problem is we shouldn't have 11 million undocumented people with no pathway to citizenship. It makes no sense. And the American people--	Democratic Presidential Debate - June 27 (Full) | NBC News
538327	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	-- The American people agree on what to do. This is the crazy thing. If leadership consists of--of forming a consensus around a divisive issue, this White House has divided us around a consensus issue. The American people want a pathway to citizenship. They wanted protections for Dreamers. We need to clean up the lawful immigration system, like how my father immigrated to this country. And as part of a compromise, we can do whatever commonsense measures are needed at the border.	Democratic Presidential Debate - June 27 (Full) | NBC News
538328	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	--But Washington can't deliver on something the American people want. What does that tell you about the system we're living in? It tells you it needs profound--	Democratic Presidential Debate - June 27 (Full) | NBC News
538329	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	--Structural reform.	Democratic Presidential Debate - June 27 (Full) | NBC News
538330	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	I'm sorry. I beg your pardon. I didn't hear.	Democratic Presidential Debate - June 27 (Full) | NBC News
538331	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	Oh, no, I did. I--but	Democratic Presidential Debate - June 27 (Full) | NBC News
538332	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	--Yes--	Democratic Presidential Debate - June 27 (Full) | NBC News
538333	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	Yes. But here--here's the thing.	Democratic Presidential Debate - June 27 (Full) | NBC News
538334	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	Yes. You cannot let--as the mayor said, you cannot let people who are sick, no matter where they come from, no matter what their status, go uncovered. You can't do that. It's just going to be taking care of, period. You have to. It's the humane thing to do.	Democratic Presidential Debate - June 27 (Full) | NBC News
538335	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	But here's the deal. The deal is that he's right about three things. Number one, they in fact contribute to the well-being of the country, but they also--for example, they've increased the lifespan of Social Security because they're--they have a job. They're paying the Social Security tax. That's what they're doing. It's increase the lifespan. They would do the same thing in terms of reducing the overall cost of healthcare by them being able to be treated and not wait until there in extremis.	Democratic Presidential Debate - June 27 (Full) | NBC News
538336	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	The other thing is, folks, look, we can deal with these insurance companies. We can deal with insurance companies by, number one, putting insurance executives in jail for their misleading--their misleading advertising, what they're doing on opioids--	Democratic Presidential Debate - June 27 (Full) | NBC News
538337	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	--What they're doing paying doctors to prescribe. We should--we could be doing this by making sure everyone who is on Medicare--that the government should be able to negotiate the price for what--whatever the drug costs are. We can do this by making sure that we're in a position that we in fact allow people--you mean time's up?	Democratic Presidential Debate - June 27 (Full) | NBC News
538338	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	--Yeah--	Democratic Presidential Debate - June 27 (Full) | NBC News
538339	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	Immediately on January 20th of 2021 I will first of all we cannot forget our DACA recipients so I'm going to start there. I will immediately by executive action reinstate DACA status and DACA protection to those young people.	Democratic Presidential Debate - June 27 (Full) | NBC News
538340	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	I will further extend protection for deferral of deportation for their parents and for veterans who we have so many who are undocumented and who have served our country and fought for our democracy.	Democratic Presidential Debate - June 27 (Full) | NBC News
538341	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	I will also immediately put in place immediate process for reviewing the cases for asylum. I will release children from cages. I will get rid of the private detention centers.	Democratic Presidential Debate - June 27 (Full) | NBC News
538342	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	And I will ensure that the--this microphone that the President of the United States holds in her hand is use din a way that is about reflecting the values of our country and not about locking children up, separating them from their parents. And I have to just say that we have to think about this issue in terms of real people. A mother who pays a coyote to transport her child through their country of origin, through the entire country of Mexico facing unknown peril to come here why would that mother do that? I will tell you. Because she has decided for that child to remain where they are is worse. But what does Donald Trump do? He says go back to where you came from. That is not reflective of our America and our values and it has got to end.	Democratic Presidential Debate - June 27 (Full) | NBC News
538343	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	John Hickenlooper	2019-06-27	Certainly the images we've seen this week just compound the emotional impact that the world is judging us by. If you had ever told me any time in my life that this country would sanction federal agents to take children from the arms of their parents, put them in cages, actually put them up for adoption--in Colorado we call that kidnapping. I--I would have called you--	Democratic Presidential Debate - June 27 (Full) | NBC News
538344	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	John Hickenlooper	2019-06-27	I would have told you it was unbelievable. And the first thing we have to do is recognize the humanitarian crisis on the border for what it is and make sure there are the sufficient facil-facilities in place so that women and children are not separated from their families. The children are with their families. We have to make sure that--that ICE is completely reformed. And they begin looking at their job in a humanitarian way where they are addressing the whole needs of the people that they are engaged with along the border. And we have to make sure, ultimately, that we provide not just shelter, but food, clothing and access to medical care.	Democratic Presidential Debate - June 27 (Full) | NBC News
538345	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Pete Buttigieg	2019-06-27	Let's remember that's not just a theoretical exercise, that criminalization that is the basis for family separation. You do away with that it is no longer possible. Of course it wouldn't be possible anyway in my presidency because it is dead wrong. We have got to talk about one other thing because the Republican Party likes to cloak itself in the language of religion. Now our party doesn't talk about that as much largely for a very good reason which was we are committed to the separation of church and state and we stand for people of any religion and people of no religion. But we should call out hypocrisy when we see it in for a party that associates itself with Christianity to say that it is okay to suggest that God would smile on the division of families at the hands of federal agents, that God would condone putting children in cages has lost all claim to ever use religious language again.	Democratic Presidential Debate - June 27 (Full) | NBC News
538346	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	Look--	Democratic Presidential Debate - June 27 (Full) | NBC News
538347	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	The first thing I would do is unite families. I would surge immediately billions of dollars' worth of help to the region the immediately. Look, I talk about foreign policy. I am the guy that got a bipartisan agreement at the very end of the campaign, at the very end of our term to spend $740 million to deal with the problem and that was to go to the root cause of why people are leaving in the first place. It was working. We saw as you know a net decrease in the number of children who were coming. The crisis was updated and along came this President and he said he immediately discontinued that. We all talk about these things, I did it. I did it.	Democratic Presidential Debate - June 27 (Full) | NBC News
538348	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	740--now look, second thing--second thing we have to do, the law now requires the reuniting of those families. We would reunite those families period and if not we would put those children in a circumstance where they were safe until we could find their parents. And lastly the idea that he is in court with his Justice Department saying children in cages do not need a bed, do not need a blanket, do not need a toothbrush--	Democratic Presidential Debate - June 27 (Full) | NBC News
538349	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	That is outrageous.	Democratic Presidential Debate - June 27 (Full) | NBC News
538350	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	Depending if they committed a--a major crime, they should be deported. And the President was left in his--President Obama I think did a heck of a job. To compare him to what--what this guy is doing is absolutely, I find--	Democratic Presidential Debate - June 27 (Full) | NBC News
538351	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	--close to immoral. But the fact is that, look, we should not be locking people up. We should be making sure we change the circumstance, as we did, why they would leave in the first place. And those who come seeking asylum, we should immediately have the capacity to absorb them, keep them safe until they can be heard.	Democratic Presidential Debate - June 27 (Full) | NBC News
538352	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Joe Biden	2019-06-27	That person should not be the focus of deportation. We should fundamentally change the way we deal with things.	Democratic Presidential Debate - June 27 (Full) | NBC News
538353	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	I want to--	Democratic Presidential Debate - June 27 (Full) | NBC News
538354	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	--Suggest that I agree with a lot of what Kamala just said, and that is on day one we take out our executive order pen and we rescind every damn thing on this issue that Trump has done.	Democratic Presidential Debate - June 27 (Full) | NBC News
538355	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	Number two--number two, picking up on the point that Joe made, we got a look at the root causes. And you have a situation where Honduras, among other things, is a failing state, massive corruption. You got gangs who are telling families that if a 10-year-old does not join their gang, their family is going to be killed. What we have got to do on day one and invite the presidents and the leadership of Central America and Mexico together. This is a hemispheric--	Democratic Presidential Debate - June 27 (Full) | NBC News
538356	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Bernie Sanders	2019-06-27	--Problem that we have got to address.	Democratic Presidential Debate - June 27 (Full) | NBC News
538357	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	Well, thank you. I will say, no, absolutely not. They should not be deported. And I actually--this was one of the very few issues with which I disagreed with the administration, with whom I otherwise had a great relationship and a great deal of respect. But on the secure communities issue, I was Attorney General of California. I led the second largest Department of Justice in the United States, second only to the United States Department of Justice, in a state of 40 million people.	Democratic Presidential Debate - June 27 (Full) | NBC News
538358	NBC NEWS HOLDS DEMOCRATIC PRESIDENTIAL CANDIDATES DEBATE	Kamala Harris	2019-06-27	And on this issue, I disagreed with my president, because the policy was to allow deportation of people who, by ICE's own definition, were non-criminals. So, as Attorney General and the chief law officer of the state of California, I issued a directive to the sheriffs of my state that they did not have to comply with detainers and instead should make decisions based on the best interest of public safety of their community. Because what I saw--and I was tracking it every day. I was tracking it and saw that--that parents, people who had not committed a crime even by ICE's own definition, were being deported.	Democratic Presidential Debate - June 27 (Full) | NBC News
